ProductID	Name	ProductNumber	MakeFlag	FinishedGoodsFlag	Color	SafetyStockLevel	ReorderPoint	StandardCost	ListPrice	Size	SizeUnitMeasureCode	WeightUnitMeasureCode	Weight	DaysToManufacture	ProductLine	Class	Style	ProductSubcategoryID	ProductModelID	SellStartDate	SellEndDate	DiscontinuedDate	rowguid	ModifiedDate
521	ML Touring Seat Assembly	SA-T612	1	0	NULL	500	375	108.99	147.14	NULL	NULL	NULL	NULL	1	NULL	M 	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	85B9A3DE-000C-4351-9494-05796689C216	2014-02-08 10:01:36.827
522	HL Touring Seat Assembly	SA-T872	1	0	NULL	500	375	145.87	196.92	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	8C471BCA-A735-4087-AD50-90EDE0AC1A1B	2014-02-08 10:01:36.827
523	LL Spindle/Axle	SD-2342	0	0	NULL	500	375	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	L 	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	D2BD1F55-2CD4-4998-89FA-28FF2E28DE2C	2014-02-08 10:01:36.827
524	HL Spindle/Axle	SD-9872	0	0	NULL	500	375	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	6CE0661D-BA1F-4012-B785-55165B3B241A	2014-02-08 10:01:36.827
525	LL Shell	SH-4562	0	0	NULL	800	600	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	L 	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	AE7BCDA7-E836-4F68-9E61-745F27F9AA3E	2014-02-08 10:01:36.827
526	HL Shell	SH-9312	0	0	NULL	800	600	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	D215A3AE-AAF2-4CB0-9D20-3758AAD078E2	2014-02-08 10:01:36.827
527	Spokes	SK-9283	0	0	NULL	1000	750	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	5AABB729-343B-4084-A235-CCB3DA9F29E7	2014-02-08 10:01:36.827
528	Seat Lug	SL-0931	0	0	NULL	1000	750	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	4A898B1E-9A3B-4BEB-9873-A7465934051A	2014-02-08 10:01:36.827
529	Stem	SM-9087	1	0	NULL	500	375	0.00	0.00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	1173306E-B616-4C4A-B715-4E0A483BA2B5	2014-02-08 10:01:36.827
530	Seat Post	SP-2981	0	0	NULL	500	375	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	9B4CEB84-4E84-43F3-B326-9B7F22905363	2014-02-08 10:01:36.827
531	Steerer	SR-2098	1	0	NULL	500	375	0.00	0.00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	F3B140A1-B139-4BB5-B144-1B7CBBEE6C9A	2014-02-08 10:01:36.827
532	Seat Stays	SS-2985	1	0	NULL	800	600	0.00	0.00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	20C2C611-DFFC-49B5-99CF-D89BDD3A91CE	2014-02-08 10:01:36.827
533	Seat Tube	ST-9828	1	0	NULL	500	375	0.00	0.00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	41F5388B-7253-4002-BCC6-B2A50920D11F	2014-02-08 10:01:36.827
534	Top Tube	TO-2301	1	0	NULL	500	375	0.00	0.00	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	4C0BAD8E-066B-46B8-BFE9-DA61539606E8	2014-02-08 10:01:36.827
535	Tension Pulley	TP-0923	0	0	NULL	800	600	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	13DF62B2-8A7B-47D5-9084-F1172C4779E4	2014-02-08 10:01:36.827
679	Rear Derailleur Cage	RC-0291	0	0	Silver	500	375	0.00	0.00	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	2008-04-30 00:00:00.000	NULL	NULL	912B03EA-4447-48C8-85DA-09B80AB26340	2014-02-08 10:01:36.827
680	HL Road Frame - Black, 58	FR-R92B-58	1	1	Black	500	375	1059.31	1431.50	58	CM 	LB 	2.24	1	R 	H 	U 	14	6	2008-04-30 00:00:00.000	NULL	NULL	43DD68D6-14A4-461F-9069-55309D90EA7E	2014-02-08 10:01:36.827
706	HL Road Frame - Red, 58	FR-R92R-58	1	1	Red	500	375	1059.31	1431.50	58	CM 	LB 	2.24	1	R 	H 	U 	14	6	2008-04-30 00:00:00.000	NULL	NULL	9540FF17-2712-4C90-A3D1-8CE5568B2462	2014-02-08 10:01:36.827
707	Sport-100 Helmet, Red	HL-U509-R	0	1	Red	4	3	13.0863	34.99	NULL	NULL	NULL	NULL	0	S 	NULL	NULL	31	33	2011-05-31 00:00:00.000	NULL	NULL	2E1EF41A-C08A-4FF6-8ADA-BDE58B64A712	2014-02-08 10:01:36.827
